DATE,PERMNO,SHRCD,EXCHCD,SICCD,DLRETX,DLRET,SHROUT,PRC,VOL,RET,RETX
20060630,12060,11,1,3641,,,10398398,32.96000,5743316,-0.030648,-0.037945
20060731,12060,11,1,3641,,,10323359,32.69000,4753801,-0.008192,-0.008192
20060831,12060,11,1,3641,,,10323359,34.06000,4070032,0.041909,0.041909
20060929,12060,11,1,3641,,,10323359,35.30000,4604382,0.043746,0.036406
20061031,12060,11,1,3641,,,10323359,35.11000,5573674,-0.005382,-0.005382
20061130,12060,11,1,3641,,,10308102,35.28000,4617767,0.004842,0.004842
20061229,12060,11,1,3641,,,10308102,37.21000,6473818,0.062642,0.054705
20070131,12060,11,1,3641,,,10308102,36.05000,6507626,-0.031174,-0.031174
20070228,12060,11,1,3641,,,10283130,34.91000,6068544,-0.023856,-0.031623
20070330,12060,11,1,3641,,,10283130,35.36000,7928882,0.012890,0.012890
20070430,12060,11,1,3641,,,10288157,36.86000,7846870,0.042421,0.042421
20070531,12060,11,1,3641,,,10288157,37.58000,6700307,0.019533,0.019533
20070629,12060,11,1,3641,,,10288157,38.28000,8802396,0.026078,0.018627
20070731,12060,11,1,3641,,,10246177,38.76000,8745357,0.012539,0.012539
20070831,12060,11,1,3511,,,10246177,38.87000,10424306,0.002838,0.002838
20070928,12060,11,1,3511,,,10246177,41.40000,6813341,0.072292,0.065089
20071031,12060,11,1,3511,,,10246177,41.16000,7229278,-0.005797,-0.005797
20071130,12060,11,1,3511,,,10106209,38.29000,8942237,-0.069728,-0.069728
20071231,12060,11,1,3511,,,10106209,37.07000,8348022,-0.023766,-0.031862
